Jurisdiction,Year,Case Count
Colorado,1981,590
Colorado,1991,582
Colorado,1994,581
Colorado,1996,580
Colorado,1987,562
Colorado,1993,549
Colorado,1995,536
Colorado,1998,481
Colorado,1997,470
Colorado,1999,459
Colorado,2001,419
Colorado,1979,411
Colorado,2000,408
Colorado,2002,395
Colorado,2003,385
Colorado,1912,382
Colorado,1960,370
Colorado,2007,367
Colorado,1967,366
Colorado,2005,357
Colorado,1961,354
Colorado,2006,350
Colorado,2008,349
Colorado,2004,349
Colorado,2009,344
Colorado,1971,335
Colorado,1913,326
Colorado,1974,314
Colorado,1972,312
Colorado,1925,307
Colorado,1914,307
Colorado,1976,306
Colorado,1975,303
Colorado,1896,302
Colorado,2012,300
Colorado,2010,297
Colorado,1895,296
Colorado,1973,291
Colorado,1922,289
Colorado,1968,288
Colorado,1977,287
Colorado,1893,282
Colorado,1898,281
Colorado,1906,279
Colorado,2011,273
Colorado,1894,273
Colorado,1924,271
Colorado,1978,271
Colorado,1919,269
Colorado,2014,268
Colorado,1965,264
Colorado,2016,264
Colorado,1902,262
Colorado,2015,261
Colorado,2013,261
Colorado,1966,259
Colorado,1969,259
Colorado,1897,254
Colorado,1963,254
Colorado,1927,252
Colorado,1923,251
Colorado,1959,251
Colorado,1900,250
Colorado,1899,248
Colorado,1915,246
Colorado,1970,245
Colorado,1937,243
Colorado,1892,243
Colorado,1926,239
Colorado,1964,239
Colorado,1962,238
Colorado,1908,236
Colorado,1955,236
Colorado,1933,234
Colorado,2017,231
Colorado,1954,227
Colorado,2018,225
Colorado,1935,223
Colorado,1903,223
Colorado,1920,222
Colorado,1909,222
Colorado,1918,218
Colorado,1953,217
Colorado,1905,217
Colorado,1907,216
Colorado,1932,215
Colorado,1934,214
Colorado,1890,205
Colorado,1917,200
Colorado,1928,198
Colorado,1911,197
Colorado,1921,196
Colorado,1957,195
Colorado,1901,190
Colorado,1956,189
Colorado,1910,186
Colorado,1904,186
Colorado,1931,181
Colorado,1916,178
Colorado,1947,177
Colorado,1891,176
Colorado,1939,175
Colorado,1952,173
Colorado,1950,172
Colorado,1936,170
Colorado,1929,169
Colorado,1948,165
Colorado,1940,162
Colorado,1930,160
Colorado,1938,160
Colorado,1942,159
Colorado,1958,157
Colorado,1951,155
Colorado,1941,154
Colorado,1949,153
Colorado,1888,151
Colorado,1883,150
Colorado,1943,145
Colorado,1887,134
Colorado,1884,132
Colorado,1882,120
Colorado,1945,112
Colorado,1944,111
Colorado,1946,109
Colorado,2019,108
Colorado,1889,107
Colorado,1877,103
Colorado,1881,98
Colorado,1878,94
Colorado,1886,86
Colorado,1880,82
Colorado,1885,72
Colorado,1879,59
Colorado,1875,48
Colorado,1871,37
Colorado,1873,35
Colorado,1876,32
Colorado,1874,31
Colorado,1872,27
Colorado,1867,24
Colorado,1869,12
Colorado,1864,11
Colorado,1870,9
Colorado,1868,9
Arizona,1975,674
Arizona,1972,672
Arizona,1970,672
Arizona,1973,659
Arizona,1971,639
Arizona,1976,637
Arizona,1977,609
Arizona,1985,565
Arizona,1969,561
Arizona,1979,561
Arizona,1978,535
Arizona,1966,531
Arizona,1986,524
Arizona,1980,509
Arizona,1983,506
Arizona,1982,497
Arizona,1984,490
Arizona,1974,489
Arizona,1967,478
Arizona,1981,469
Arizona,1990,469
Arizona,1968,469
Arizona,1989,456
Arizona,1965,428
Arizona,1988,428
Arizona,1987,419
Arizona,1991,414
Arizona,1993,395
Arizona,1994,392
Arizona,1992,391
Arizona,1995,354
Arizona,1996,333
Arizona,1997,307
Arizona,2007,264
Arizona,2014,255
Arizona,2009,254
Arizona,1998,248
Arizona,2010,240
Arizona,2003,239
Arizona,1999,231
Arizona,2000,228
Arizona,2011,225
Arizona,2013,219
Arizona,2008,219
Arizona,2002,217
Arizona,2001,217
Arizona,1963,216
Arizona,2016,210
Arizona,2012,209
Arizona,2004,190
Arizona,2018,188
Arizona,2015,185
Arizona,1925,185
Arizona,2006,183
Arizona,2005,180
Arizona,1964,178
Arizona,1962,161
Arizona,1941,153
Arizona,1931,151
Arizona,1934,145
Arizona,1940,142
Arizona,1951,141
Arizona,1932,140
Arizona,1958,138
Arizona,1926,137
Arizona,2017,137
Arizona,1950,137
Arizona,1952,136
Arizona,1937,131
Arizona,1957,130
Arizona,1935,128
Arizona,1960,127
Arizona,1936,125
Arizona,1961,123
Arizona,1927,121
Arizona,1938,120
Arizona,1922,120
Arizona,1954,119
Arizona,1953,118
Arizona,1956,117
Arizona,1939,115
Arizona,1928,114
Arizona,1959,112
Arizona,1942,111
Arizona,1930,109
Arizona,1955,109
Arizona,1919,105
Arizona,1945,104
Arizona,1924,100
Arizona,1933,99
Arizona,1923,96
Arizona,1929,91
Arizona,1920,89
Arizona,2019,89
Arizona,1914,88
Arizona,1915,84
Arizona,1947,82
Arizona,1912,80
Arizona,1921,80
Arizona,1944,77
Arizona,1949,75
Arizona,1946,75
Arizona,1948,72
Arizona,1943,71
Arizona,1916,70
Arizona,1899,70
Arizona,1906,68
Arizona,1905,67
Arizona,1898,67
Arizona,1918,63
Arizona,1894,63
Arizona,1896,62
Arizona,1895,58
Arizona,1897,56
Arizona,1909,56
Arizona,1917,55
Arizona,1913,55
Arizona,1904,52
Arizona,1907,51
Arizona,1910,50
Arizona,1908,50
Arizona,1900,45
Arizona,1893,44
Arizona,1887,41
Arizona,1901,37
Arizona,1903,36
Arizona,1889,33
Arizona,1886,32
Arizona,1892,31
Arizona,1890,30
Arizona,1911,30
Arizona,1888,26
Arizona,1885,20
Arizona,1902,18
Arizona,1891,16
Arizona,1872,8
Arizona,1876,7
Arizona,1875,7
Arizona,1883,7
Arizona,1884,5
Arizona,1881,4
Arizona,1877,3
Arizona,1878,3
Arizona,1873,3
Arizona,1874,2
Arizona,1882,2
Arizona,1879,1
Arizona,1866,1
Arizona,1880,1
Arizona,1817,1
Arizona,1871,1
Connecticut,2001,1139
Connecticut,1996,1136
Connecticut,2008,1101
Connecticut,1997,1096
Connecticut,2010,1077
Connecticut,2005,1073
Connecticut,2002,1060
Connecticut,2004,1058
Connecticut,2007,985
Connecticut,2009,981
Connecticut,2006,980
Connecticut,2011,979
Connecticut,1998,975
Connecticut,1995,966
Connecticut,1999,966
Connecticut,2000,963
Connecticut,2003,946
Connecticut,1994,925
Connecticut,1993,919
Connecticut,1988,910
Connecticut,1992,876
Connecticut,1990,859
Connecticut,1991,837
Connecticut,1989,777
Connecticut,1985,768
Connecticut,1986,756
Connecticut,1987,755
Connecticut,2012,649
Connecticut,2017,600
Connecticut,2013,580
Connecticut,2018,557
Connecticut,1984,554
Connecticut,1976,549
Connecticut,1974,474
Connecticut,1977,462
Connecticut,1975,458
Connecticut,1967,447
Connecticut,1978,433
Connecticut,1980,422
Connecticut,1973,421
Connecticut,2016,399
Connecticut,1979,397
Connecticut,1972,397
Connecticut,1935,392
Connecticut,1962,387
Connecticut,1936,384
Connecticut,1968,375
Connecticut,1964,371
Connecticut,1963,365
Connecticut,1969,362
Connecticut,1940,358
Connecticut,1983,353
Connecticut,1966,348
Connecticut,1937,342
Connecticut,1971,335
Connecticut,1941,334
Connecticut,1970,328
Connecticut,1965,327
Connecticut,2019,326
Connecticut,1938,326
Connecticut,1942,316
Connecticut,1939,300
Connecticut,1982,299
Connecticut,1981,281
Connecticut,1961,280
Connecticut,1949,252
Connecticut,1930,247
Connecticut,1946,239
Connecticut,1933,232
Connecticut,1932,228
Connecticut,1944,228
Connecticut,1943,217
Connecticut,1948,211
Connecticut,1947,209
Connecticut,1950,204
Connecticut,1958,203
Connecticut,1945,201
Connecticut,1953,199
Connecticut,1951,199
Connecticut,1954,198
Connecticut,1927,190
Connecticut,2014,187
Connecticut,1959,185
Connecticut,1931,183
Connecticut,1955,183
Connecticut,1960,181
Connecticut,1923,178
Connecticut,1925,174
Connecticut,1956,173
Connecticut,1928,171
Connecticut,1952,171
Connecticut,1929,170
Connecticut,1934,163
Connecticut,1924,162
Connecticut,1926,160
Connecticut,1909,147
Connecticut,1912,147
Connecticut,1792,142
Connecticut,1921,141
Connecticut,1920,141
Connecticut,1904,137
Connecticut,1791,135
Connecticut,1917,132
Connecticut,1957,131
Connecticut,1922,131
Connecticut,1908,128
Connecticut,1916,127
Connecticut,1902,122
Connecticut,1899,122
Connecticut,1914,121
Connecticut,1913,120
Connecticut,1910,120
Connecticut,1875,119
Connecticut,1790,118
Connecticut,1905,115
Connecticut,1878,113
Connecticut,1903,110
Connecticut,1907,109
Connecticut,1900,109
Connecticut,1911,107
Connecticut,1786,104
Connecticut,1906,104
Connecticut,1898,104
Connecticut,1901,102
Connecticut,1896,102
Connecticut,1915,100
Connecticut,1918,100
Connecticut,1897,99
Connecticut,1919,99
Connecticut,1877,99
Connecticut,1873,96
Connecticut,1871,95
Connecticut,1891,95
Connecticut,1895,94
Connecticut,1887,94
Connecticut,1874,93
Connecticut,1868,93
Connecticut,1857,91
Connecticut,1856,89
Connecticut,1872,88
Connecticut,1894,88
Connecticut,1852,88
Connecticut,1870,87
Connecticut,1890,86
Connecticut,1787,83
Connecticut,1889,82
Connecticut,1876,81
Connecticut,1886,80
Connecticut,1859,80
Connecticut,1892,78
Connecticut,1858,77
Connecticut,1893,77
Connecticut,1793,76
Connecticut,1881,75
Connecticut,1880,75
Connecticut,1885,75
Connecticut,1883,72
Connecticut,1882,69
Connecticut,1884,69
Connecticut,1861,68
Connecticut,1869,68
Connecticut,1879,67
Connecticut,1888,67
Connecticut,1855,61
Connecticut,1862,61
Connecticut,1866,61
Connecticut,1867,60
Connecticut,1850,58
Connecticut,1831,55
Connecticut,1844,53
Connecticut,1865,53
Connecticut,1836,53
Connecticut,1822,52
Connecticut,1823,49
Connecticut,1863,49
Connecticut,1849,47
Connecticut,1860,46
Connecticut,1845,46
Connecticut,1842,45
Connecticut,1788,44
Connecticut,1828,44
Connecticut,1818,44
Connecticut,1830,44
Connecticut,1825,44
Connecticut,1821,43
Connecticut,1854,42
Connecticut,1809,42
Connecticut,1832,42
Connecticut,1810,42
Connecticut,1864,41
Connecticut,1824,41
Connecticut,1789,41
Connecticut,1820,40
Connecticut,1843,40
Connecticut,1840,40
Connecticut,1841,39
Connecticut,1848,39
Connecticut,1846,38
Connecticut,1851,38
Connecticut,1837,37
Connecticut,1847,36
Connecticut,1834,36
Connecticut,1835,36
Connecticut,1839,36
Connecticut,1833,35
Connecticut,1807,35
Connecticut,1819,35
Connecticut,1827,35
Connecticut,1829,34
Connecticut,1826,32
Connecticut,1816,32
Connecticut,1817,32
Connecticut,1811,32
Connecticut,1838,28
Connecticut,1814,28
Connecticut,1815,26
Connecticut,1806,25
Connecticut,1803,24
Connecticut,1805,23
Connecticut,1813,23
Connecticut,1804,22
Connecticut,1812,21
Connecticut,1802,18
Connecticut,1773,16
Connecticut,1785,14
Connecticut,1783,11
Connecticut,1775,11
Connecticut,1774,10
Connecticut,1784,9
Connecticut,1772,6
Connecticut,1795,3
Connecticut,1777,2
Connecticut,1769,1
Connecticut,1780,1
Connecticut,1771,1
Connecticut,1764,1
Connecticut,1781,1
Delaware,2016,620
Delaware,2017,513
Delaware,2015,298
Delaware,1972,238
Delaware,1973,224
Delaware,1975,211
Delaware,1971,202
Delaware,1969,202
Delaware,1970,193
Delaware,1974,180
Delaware,1979,178
Delaware,2006,168
Delaware,2001,167
Delaware,1980,163
Delaware,1982,154
Delaware,1977,152
Delaware,2003,151
Delaware,2008,148
Delaware,1965,148
Delaware,1967,147
Delaware,1963,146
Delaware,1952,144
Delaware,1968,144
Delaware,1989,143
Delaware,1986,142
Delaware,1976,140
Delaware,1978,138
Delaware,2002,137
Delaware,1983,135
Delaware,2010,135
Delaware,2005,134
Delaware,2009,134
Delaware,1966,133
Delaware,1997,132
Delaware,1962,129
Delaware,2007,128
Delaware,1988,126
Delaware,1981,125
Delaware,1964,124
Delaware,1996,123
Delaware,1960,122
Delaware,1959,120
Delaware,2000,120
Delaware,2013,120
Delaware,1987,119
Delaware,1985,118
Delaware,1961,114
Delaware,2004,113
Delaware,1998,113
Delaware,1992,112
Delaware,1953,110
Delaware,1999,110
Delaware,1911,110
Delaware,1995,109
Delaware,1954,109
Delaware,1958,109
Delaware,2012,108
Delaware,2011,108
Delaware,1990,106
Delaware,1956,103
Delaware,1910,102
Delaware,1955,102
Delaware,1957,100
Delaware,1991,99
Delaware,1937,99
Delaware,1913,96
Delaware,1984,96
Delaware,1915,96
Delaware,1914,95
Delaware,1950,94
Delaware,2014,94
Delaware,1951,93
Delaware,1993,92
Delaware,1934,90
Delaware,2018,89
Delaware,1912,88
Delaware,1935,84
Delaware,1931,82
Delaware,1919,81
Delaware,1899,81
Delaware,1938,80
Delaware,1933,79
Delaware,1994,79
Delaware,1921,77
Delaware,1920,77
Delaware,1948,76
Delaware,1927,75
Delaware,1932,73
Delaware,1797,72
Delaware,1942,71
Delaware,1949,71
Delaware,1940,70
Delaware,1845,70
Delaware,1917,69
Delaware,1936,69
Delaware,1939,69
Delaware,1900,69
Delaware,1918,69
Delaware,1903,68
Delaware,1922,67
Delaware,1796,65
Delaware,1916,65
Delaware,1837,65
Delaware,1925,64
Delaware,1838,64
Delaware,1941,64
Delaware,1905,63
Delaware,1907,61
Delaware,1840,61
Delaware,1897,60
Delaware,1923,60
Delaware,1895,60
Delaware,1842,60
Delaware,1902,59
Delaware,1898,59
Delaware,1904,58
Delaware,1946,58
Delaware,1947,58
Delaware,1818,56
Delaware,1924,56
Delaware,1930,55
Delaware,1901,55
Delaware,1926,54
Delaware,1928,53
Delaware,1906,52
Delaware,1944,52
Delaware,1848,52
Delaware,1834,51
Delaware,1909,51
Delaware,1943,50
Delaware,1832,50
Delaware,1795,49
Delaware,1894,49
Delaware,1929,49
Delaware,1835,48
Delaware,1794,47
Delaware,2019,47
Delaware,1793,47
Delaware,1854,45
Delaware,1945,44
Delaware,1893,42
Delaware,1836,42
Delaware,1849,42
Delaware,1798,42
Delaware,1833,41
Delaware,1896,40
Delaware,1859,38
Delaware,1857,38
Delaware,1847,37
Delaware,1821,36
Delaware,1819,35
Delaware,1799,35
Delaware,1844,34
Delaware,1852,33
Delaware,1839,33
Delaware,1908,33
Delaware,1881,33
Delaware,1846,32
Delaware,1841,31
Delaware,1858,31
Delaware,1872,31
Delaware,1866,30
Delaware,1871,29
Delaware,1817,28
Delaware,1814,27
Delaware,1851,26
Delaware,1820,26
Delaware,1887,26
Delaware,1843,25
Delaware,1880,25
Delaware,1879,25
Delaware,1856,24
Delaware,1850,24
Delaware,1867,24
Delaware,1885,23
Delaware,1800,23
Delaware,1855,21
Delaware,1869,21
Delaware,1886,21
Delaware,1888,20
Delaware,1865,20
Delaware,1801,19
Delaware,1875,19
Delaware,1860,19
Delaware,1877,18
Delaware,1889,18
Delaware,1873,18
Delaware,1883,18
Delaware,1862,17
Delaware,1868,17
Delaware,1803,17
Delaware,1878,17
Delaware,1861,17
Delaware,1815,16
Delaware,1874,16
Delaware,1864,16
Delaware,1876,16
Delaware,1822,16
Delaware,1802,15
Delaware,1892,15
Delaware,1829,15
Delaware,1884,14
Delaware,1823,14
Delaware,1870,13
Delaware,1863,13
Delaware,1804,12
Delaware,1890,12
Delaware,1891,12
Delaware,1853,11
Delaware,1807,10
Delaware,1808,9
Delaware,1825,9
Delaware,1805,9
Delaware,1831,6
Delaware,1824,6
Delaware,1882,5
Delaware,1826,5
Delaware,1830,5
Delaware,1827,5
Delaware,1813,4
Delaware,1816,3
Delaware,1792,3
Delaware,1811,2
Delaware,1771,2
Delaware,1788,2
Delaware,1810,1
Delaware,1828,1
Delaware,1787,1
Delaware,1790,1
Indiana,2017,2989
Indiana,2018,2709
Indiana,1979,1384
Indiana,1881,1267
Indiana,1980,1149
Indiana,1981,1010
Indiana,1882,1000
Indiana,1986,975
Indiana,2019,948
Indiana,1991,944
Indiana,2002,926
Indiana,2001,912
Indiana,1999,904
Indiana,2005,896
Indiana,2003,889
Indiana,2000,886
Indiana,1982,864
Indiana,1987,851
Indiana,2004,850
Indiana,1994,845
Indiana,1989,843
Indiana,2009,841
Indiana,1983,836
Indiana,2008,826
Indiana,2007,825
Indiana,1992,817
Indiana,1884,817
Indiana,2006,809
Indiana,1985,806
Indiana,1995,805
Indiana,1990,805
Indiana,1998,797
Indiana,1984,794
Indiana,2016,792
Indiana,2014,780
Indiana,2011,775
Indiana,1988,768
Indiana,2010,764
Indiana,2013,754
Indiana,1993,744
Indiana,1997,740
Indiana,2012,735
Indiana,1996,723
Indiana,1894,687
Indiana,1892,686
Indiana,2015,679
Indiana,1891,675
Indiana,1877,675
Indiana,1895,661
Indiana,1978,643
Indiana,1878,603
Indiana,1890,601
Indiana,1973,600
Indiana,1975,587
Indiana,1896,580
Indiana,1873,576
Indiana,1889,571
Indiana,1893,562
Indiana,1874,554
Indiana,1879,550
Indiana,1972,549
Indiana,1861,546
Indiana,1885,545
Indiana,1929,542
Indiana,1898,536
Indiana,1976,523
Indiana,1901,521
Indiana,1860,519
Indiana,1859,516
Indiana,1974,511
Indiana,1977,496
Indiana,1921,488
Indiana,1897,486
Indiana,1876,483
Indiana,1883,480
Indiana,1904,477
Indiana,1905,477
Indiana,1886,476
Indiana,1903,473
Indiana,1902,468
Indiana,1899,463
Indiana,1900,461
Indiana,1871,457
Indiana,1912,451
Indiana,1919,449
Indiana,1914,446
Indiana,1862,442
Indiana,1913,440
Indiana,1909,440
Indiana,1920,439
Indiana,1875,438
Indiana,1916,432
Indiana,1872,431
Indiana,1887,431
Indiana,1880,431
Indiana,1926,430
Indiana,1968,427
Indiana,1925,421
Indiana,1971,418
Indiana,1911,411
Indiana,1915,410
Indiana,1906,409
Indiana,1858,398
Indiana,1888,396
Indiana,1910,391
Indiana,1908,391
Indiana,1917,391
Indiana,1937,390
Indiana,1924,386
Indiana,1927,384
Indiana,1922,381
Indiana,1923,380
Indiana,1970,351
Indiana,1863,349
Indiana,1935,336
Indiana,1938,333
Indiana,1928,331
Indiana,1870,327
Indiana,1936,324
Indiana,1907,321
Indiana,1933,318
Indiana,1942,311
Indiana,1864,309
Indiana,1918,307
Indiana,1965,304
Indiana,1967,301
Indiana,1930,300
Indiana,1857,296
Indiana,1932,295
Indiana,1867,290
Indiana,1865,289
Indiana,1969,287
Indiana,1934,281
Indiana,1853,281
Indiana,1868,279
Indiana,1966,275
Indiana,1866,273
Indiana,1854,269
Indiana,1856,266
Indiana,1941,265
Indiana,1943,265
Indiana,1855,262
Indiana,1939,261
Indiana,1963,260
Indiana,1940,248
Indiana,1869,240
Indiana,1931,237
Indiana,1962,232
Indiana,1953,231
Indiana,1957,230
Indiana,1958,230
Indiana,1951,226
Indiana,1961,225
Indiana,1959,223
Indiana,1954,223
Indiana,1964,221
Indiana,1960,221
Indiana,1952,210
Indiana,1956,207
Indiana,1955,190
Indiana,1950,190
Indiana,1949,189
Indiana,1948,188
Indiana,1850,185
Indiana,1851,184
Indiana,1944,183
Indiana,1846,182
Indiana,1945,175
Indiana,1947,171
Indiana,1946,169
Indiana,1844,161
Indiana,1845,147
Indiana,1841,140
Indiana,1842,138
Indiana,1839,132
Indiana,1848,130
Indiana,1843,127
Indiana,1840,127
Indiana,1852,123
Indiana,1849,112
Indiana,1847,111
Indiana,1837,93
Indiana,1838,89
Indiana,1835,64
Indiana,1834,55
Indiana,1832,51
Indiana,1833,49
Indiana,1829,48
Indiana,1825,47
Indiana,1836,44
Indiana,1830,41
Indiana,1828,31
Indiana,1827,31
Indiana,1822,30
Indiana,1820,29
Indiana,1831,28
Indiana,1823,23
Indiana,1826,22
Indiana,1824,21
Indiana,1821,14
Indiana,1818,13
Indiana,1819,12
Indiana,1817,5
Maine,1978,373
Maine,1981,352
Maine,1988,343
Maine,1841,334
Maine,1986,319
Maine,1985,301
Maine,1987,301
Maine,1984,296
Maine,1853,293
Maine,1989,292
Maine,1991,292
Maine,1983,287
Maine,1995,286
Maine,1998,281
Maine,1990,281
Maine,1982,277
Maine,1979,276
Maine,1992,271
Maine,1996,264
Maine,1994,257
Maine,1851,252
Maine,1993,251
Maine,1850,242
Maine,1980,240
Maine,2017,237
Maine,1997,235
Maine,1885,232
Maine,1854,216
Maine,1849,216
Maine,2000,215
Maine,1856,203
Maine,1879,201
Maine,1852,200
Maine,1873,199
Maine,1874,198
Maine,1999,197
Maine,1915,196
Maine,2008,193
Maine,2016,187
Maine,1839,186
Maine,2001,183
Maine,1876,183
Maine,1877,179
Maine,2002,179
Maine,1883,175
Maine,1858,174
Maine,1878,174
Maine,1855,172
Maine,1914,168
Maine,1977,166
Maine,2018,165
Maine,1976,164
Maine,1923,163
Maine,1916,161
Maine,2014,159
Maine,2004,158
Maine,2003,157
Maine,1921,157
Maine,2007,156
Maine,1912,155
Maine,1922,153
Maine,1860,152
Maine,1871,151
Maine,1913,150
Maine,1857,150
Maine,1888,149
Maine,1930,149
Maine,1917,148
Maine,2015,148
Maine,1842,148
Maine,1880,148
Maine,1872,147
Maine,1882,146
Maine,1892,144
Maine,1881,144
Maine,1918,144
Maine,1897,143
Maine,1844,143
Maine,2006,143
Maine,1896,142
Maine,1895,142
Maine,2010,141
Maine,1975,141
Maine,1910,140
Maine,1843,139
Maine,2012,139
Maine,1840,138
Maine,1861,137
Maine,2009,136
Maine,1884,136
Maine,1909,135
Maine,2011,135
Maine,1867,135
Maine,1859,133
Maine,1898,131
Maine,1911,131
Maine,1891,131
Maine,1974,130
Maine,1870,130
Maine,1887,130
Maine,1965,129
Maine,1901,129
Maine,1836,127
Maine,1920,127
Maine,1931,126
Maine,2005,126
Maine,1973,126
Maine,1863,124
Maine,2019,123
Maine,1869,122
Maine,1906,121
Maine,1889,121
Maine,1972,119
Maine,1927,118
Maine,1868,118
Maine,1903,117
Maine,1905,116
Maine,1924,116
Maine,1928,115
Maine,1886,114
Maine,2013,113
Maine,1902,112
Maine,1848,112
Maine,1926,112
Maine,1908,111
Maine,1893,111
Maine,1919,108
Maine,1970,108
Maine,1862,108
Maine,1929,107
Maine,1866,106
Maine,1835,106
Maine,1830,103
Maine,1904,102
Maine,1969,102
Maine,1971,102
Maine,1932,100
Maine,1847,99
Maine,1833,97
Maine,1925,97
Maine,1899,95
Maine,1845,94
Maine,1900,93
Maine,1834,92
Maine,1933,92
Maine,1831,89
Maine,1967,88
Maine,1968,88
Maine,1907,86
Maine,1894,86
Maine,1890,84
Maine,1837,82
Maine,1952,82
Maine,1936,81
Maine,1832,81
Maine,1934,80
Maine,1935,78
Maine,1865,77
Maine,1953,76
Maine,1938,75
Maine,1826,74
Maine,1864,73
Maine,1951,73
Maine,1846,71
Maine,1966,71
Maine,1940,70
Maine,1942,70
Maine,1824,70
Maine,1950,69
Maine,1963,68
Maine,1827,68
Maine,1955,67
Maine,1956,67
Maine,1958,66
Maine,1828,66
Maine,1957,62
Maine,1838,61
Maine,1954,60
Maine,1961,59
Maine,1937,59
Maine,1875,58
Maine,1962,58
Maine,1829,57
Maine,1939,55
Maine,1949,54
Maine,1823,52
Maine,1943,50
Maine,1821,50
Maine,1825,50
Maine,1960,50
Maine,1964,50
Maine,1946,49
Maine,1941,49
Maine,1959,48
Maine,1944,47
Maine,1822,46
Maine,1948,44
Maine,1947,42
Maine,1945,37
Maine,1820,29
Kansas,2013,1037
Kansas,2015,813
Kansas,1896,546
Kansas,1897,539
Kansas,2016,537
Kansas,1898,528
Kansas,1927,504
Kansas,1915,502
Kansas,1923,498
Kansas,1916,495
Kansas,1925,486
Kansas,1914,484
Kansas,1917,477
Kansas,1926,477
Kansas,1913,467
Kansas,1922,466
Kansas,1928,453
Kansas,1924,451
Kansas,1903,439
Kansas,1910,436
Kansas,1902,436
Kansas,1912,427
Kansas,1891,425
Kansas,1929,425
Kansas,1901,424
Kansas,1930,423
Kansas,1911,421
Kansas,1918,419
Kansas,1931,419
Kansas,1905,408
Kansas,1909,402
Kansas,1900,398
Kansas,1895,398
Kansas,1888,398
Kansas,2001,396
Kansas,1932,391
Kansas,1920,389
Kansas,2000,387
Kansas,1899,385
Kansas,1904,382
Kansas,1907,376
Kansas,1921,372
Kansas,1997,370
Kansas,2008,367
Kansas,1919,366
Kansas,1980,365
Kansas,1933,362
Kansas,1908,359
Kansas,1995,356
Kansas,1906,355
Kansas,1935,353
Kansas,2002,347
Kansas,1979,346
Kansas,1936,344
Kansas,1892,343
Kansas,1889,343
Kansas,1937,339
Kansas,1981,338
Kansas,1978,338
Kansas,1934,337
Kansas,1973,337
Kansas,1993,335
Kansas,1998,335
Kansas,1977,332
Kansas,1996,331
Kansas,1890,331
Kansas,1893,331
Kansas,2009,326
Kansas,2006,325
Kansas,1994,325
Kansas,2014,324
Kansas,1983,323
Kansas,1992,320
Kansas,1972,320
Kansas,1982,316
Kansas,2007,313
Kansas,2003,313
Kansas,1887,308
Kansas,1984,307
Kansas,1974,305
Kansas,1985,303
Kansas,1939,302
Kansas,1991,302
Kansas,1999,302
Kansas,1976,301
Kansas,1882,299
Kansas,1940,298
Kansas,1938,294
Kansas,1975,291
Kansas,2018,291
Kansas,1894,289
Kansas,1881,289
Kansas,2012,288
Kansas,1883,284
Kansas,2011,281
Kansas,2004,280
Kansas,2010,272
Kansas,2005,268
Kansas,1986,266
Kansas,1884,259
Kansas,1967,254
Kansas,1988,248
Kansas,1948,248
Kansas,1959,247
Kansas,1880,247
Kansas,1969,247
Kansas,1989,245
Kansas,1949,243
Kansas,1987,242
Kansas,1990,242
Kansas,1971,241
Kansas,1970,239
Kansas,1960,239
Kansas,1941,238
Kansas,1879,237
Kansas,1877,235
Kansas,1965,235
Kansas,1956,234
Kansas,1954,232
Kansas,1957,231
Kansas,1942,230
Kansas,1953,229
Kansas,2019,229
Kansas,1966,228
Kansas,1964,227
Kansas,1962,225
Kansas,1968,225
Kansas,1950,223
Kansas,1885,216
Kansas,1958,214
Kansas,1878,213
Kansas,1951,212
Kansas,1955,209
Kansas,1963,207
Kansas,1961,201
Kansas,1952,191
Kansas,1875,190
Kansas,1947,186
Kansas,1943,183
Kansas,1944,179
Kansas,1886,176
Kansas,1876,163
Kansas,1872,161
Kansas,1871,158
Kansas,1873,153
Kansas,1946,143
Kansas,1945,139
Kansas,1874,133
Kansas,1870,106
Kansas,1868,49
Kansas,1863,43
Kansas,1864,38
Kansas,1866,37
Kansas,1869,34
Kansas,1865,34
Kansas,2017,33
Kansas,1862,23
Kansas,1860,21
Kansas,1867,16
Kansas,1858,7
Kansas,1861,2
Iowa,2017,1400
Iowa,2018,1252
Iowa,2019,693
Iowa,1887,668
Iowa,1904,620
Iowa,1888,570
Iowa,1885,556
Iowa,1927,555
Iowa,1886,548
Iowa,1882,547
Iowa,1880,535
Iowa,1925,526
Iowa,1894,516
Iowa,1917,515
Iowa,1876,510
Iowa,1909,509
Iowa,1928,509
Iowa,1919,502
Iowa,1879,494
Iowa,1929,492
Iowa,1895,484
Iowa,1908,480
Iowa,1912,478
Iowa,1897,476
Iowa,1906,476
Iowa,1924,475
Iowa,1896,474
Iowa,1921,473
Iowa,1907,471
Iowa,1926,470
Iowa,1884,468
Iowa,1910,463
Iowa,1878,462
Iowa,1890,460
Iowa,1913,459
Iowa,1902,456
Iowa,1883,456
Iowa,1905,453
Iowa,1922,449
Iowa,1918,447
Iowa,1989,444
Iowa,1881,441
Iowa,1916,441
Iowa,1933,438
Iowa,1992,437
Iowa,1994,435
Iowa,1877,433
Iowa,1923,433
Iowa,1914,431
Iowa,1988,431
Iowa,1990,428
Iowa,1899,427
Iowa,1995,426
Iowa,1920,425
Iowa,1930,424
Iowa,1891,423
Iowa,1991,423
Iowa,1993,422
Iowa,1911,413
Iowa,1900,410
Iowa,1889,410
Iowa,1985,406
Iowa,1915,406
Iowa,1892,404
Iowa,1893,404
Iowa,1901,404
Iowa,1898,401
