Jurisdiction,Year,Case Count
Iowa,1903,393
Iowa,1875,390
Iowa,1931,388
Iowa,1996,383
Iowa,1874,382
Iowa,1997,371
Iowa,1859,370
Iowa,1871,369
Iowa,1986,369
Iowa,1870,368
Iowa,1940,363
Iowa,1983,362
Iowa,1984,362
Iowa,1932,359
Iowa,1974,359
Iowa,1987,352
Iowa,1934,352
Iowa,1982,350
Iowa,1981,333
Iowa,1935,333
Iowa,1968,333
Iowa,1998,333
Iowa,1936,324
Iowa,1973,318
Iowa,1976,317
Iowa,1873,315
Iowa,1872,312
Iowa,1978,310
Iowa,1937,309
Iowa,1939,303
Iowa,1975,299
Iowa,1977,297
Iowa,1999,292
Iowa,1867,287
Iowa,1864,284
Iowa,1942,282
Iowa,1979,280
Iowa,1938,280
Iowa,1868,277
Iowa,1941,264
Iowa,1860,261
Iowa,1972,261
Iowa,1980,260
Iowa,2016,253
Iowa,1862,244
Iowa,1970,243
Iowa,1971,239
Iowa,1969,237
Iowa,1967,234
Iowa,1866,233
Iowa,1966,230
Iowa,2000,229
Iowa,1865,222
Iowa,1858,218
Iowa,1963,209
Iowa,1964,208
Iowa,2002,204
Iowa,1861,204
Iowa,2001,200
Iowa,1863,194
Iowa,1962,192
Iowa,1943,189
Iowa,1965,188
Iowa,2004,181
Iowa,2003,180
Iowa,1957,176
Iowa,1960,171
Iowa,1869,170
Iowa,1944,167
Iowa,1961,166
Iowa,1856,160
Iowa,1952,158
Iowa,2008,155
Iowa,1958,151
Iowa,2005,151
Iowa,1951,149
Iowa,1959,148
Iowa,1950,147
Iowa,1949,147
Iowa,1954,147
Iowa,1953,147
Iowa,1945,144
Iowa,1955,141
Iowa,1947,141
Iowa,2007,139
Iowa,1948,139
Iowa,2010,138
Iowa,2006,136
Iowa,1855,134
Iowa,1956,133
Iowa,2011,131
Iowa,2009,130
Iowa,2014,126
Iowa,2015,123
Iowa,1854,121
Iowa,2013,119
Iowa,1946,118
Iowa,1848,116
Iowa,2012,116
Iowa,1851,96
Iowa,1857,94
Iowa,1849,79
Iowa,1853,70
Iowa,1852,69
Iowa,1850,62
Iowa,1843,47
Iowa,1840,46
Iowa,1844,45
Iowa,1845,40
Iowa,1841,38
Iowa,1846,29
Iowa,1839,22
Iowa,1847,17
Maryland,2017,1157
Maryland,2016,929
Maryland,1968,613
Maryland,1969,586
Maryland,1970,506
Maryland,1971,504
Maryland,1964,504
Maryland,1967,502
Maryland,1975,461
Maryland,1977,440
Maryland,1976,438
Maryland,1991,432
Maryland,1984,427
Maryland,1985,424
Maryland,1972,407
Maryland,2011,405
Maryland,1973,404
Maryland,2002,403
Maryland,1974,403
Maryland,1990,401
Maryland,1965,401
Maryland,2013,401
Maryland,1997,398
Maryland,1988,398
Maryland,1989,395
Maryland,1979,391
Maryland,1966,390
Maryland,1986,390
Maryland,1998,388
Maryland,1993,388
Maryland,1963,386
Maryland,2003,378
Maryland,1982,375
Maryland,1995,375
Maryland,2000,375
Maryland,2010,374
Maryland,2005,373
Maryland,1999,373
Maryland,2004,372
Maryland,1992,372
Maryland,1987,370
Maryland,2012,370
Maryland,2006,367
Maryland,2007,361
Maryland,1983,359
Maryland,2014,359
Maryland,1961,357
Maryland,1981,353
Maryland,2001,351
Maryland,1994,350
Maryland,1962,340
Maryland,2009,338
Maryland,2008,336
Maryland,1996,333
Maryland,2015,332
Maryland,1958,331
Maryland,1980,330
Maryland,1957,320
Maryland,1978,298
Maryland,1960,295
Maryland,1959,291
Maryland,2018,280
Maryland,1956,252
Maryland,1913,239
Maryland,1916,239
Maryland,1950,232
Maryland,1915,225
Maryland,1925,221
Maryland,1923,220
Maryland,1928,218
Maryland,1927,217
Maryland,1921,214
Maryland,1926,214
Maryland,1911,213
Maryland,1897,213
Maryland,1948,211
Maryland,1898,211
Maryland,1952,210
Maryland,1924,209
Maryland,1922,200
Maryland,1949,197
Maryland,1906,196
Maryland,1951,192
Maryland,1908,192
Maryland,1905,192
Maryland,1917,191
Maryland,1894,188
Maryland,1910,187
Maryland,1934,185
Maryland,1953,184
Maryland,1919,183
Maryland,1903,182
Maryland,1901,182
Maryland,1914,180
Maryland,1954,179
Maryland,1889,178
Maryland,1947,178
Maryland,1938,177
Maryland,1891,173
Maryland,1909,172
Maryland,1912,172
Maryland,1932,170
Maryland,1907,170
Maryland,1955,169
Maryland,1930,168
Maryland,1918,164
Maryland,1920,162
Maryland,1902,162
Maryland,1933,160
Maryland,1937,159
Maryland,1880,156
Maryland,1878,152
Maryland,1899,151
Maryland,1895,151
Maryland,1893,150
Maryland,1900,147
Maryland,1904,146
Maryland,1896,145
Maryland,1929,145
Maryland,1946,143
Maryland,1879,142
Maryland,1939,140
Maryland,1869,138
Maryland,2019,134
Maryland,1935,134
Maryland,1853,133
Maryland,1936,133
Maryland,1892,133
Maryland,1887,133
Maryland,1884,127
Maryland,1881,126
Maryland,1931,126
Maryland,1890,122
Maryland,1883,122
Maryland,1875,122
Maryland,1886,122
Maryland,1885,122
Maryland,1872,121
Maryland,1888,120
Maryland,1847,119
Maryland,1942,118
Maryland,1876,117
Maryland,1882,117
Maryland,1943,116
Maryland,1877,115
Maryland,1944,115
Maryland,1874,112
Maryland,1940,110
Maryland,1868,109
Maryland,1848,107
Maryland,1870,105
Maryland,1851,105
Maryland,1849,104
Maryland,1852,102
Maryland,1941,101
Maryland,1871,100
Maryland,1850,100
Maryland,1864,98
Maryland,1806,98
Maryland,1945,96
Maryland,1866,94
Maryland,1859,92
Maryland,1873,89
Maryland,1854,88
Maryland,1867,81
Maryland,1856,81
Maryland,1860,81
Maryland,1855,80
Maryland,1862,72
Maryland,1861,70
Maryland,1827,68
Maryland,1826,67
Maryland,1857,65
Maryland,1830,63
Maryland,1846,61
Maryland,1863,60
Maryland,1828,60
Maryland,1829,55
Maryland,1865,51
Maryland,1834,49
Maryland,1810,46
Maryland,1845,46
Maryland,1831,45
Maryland,1799,44
Maryland,1836,42
Maryland,1823,41
Maryland,1841,40
Maryland,1832,40
Maryland,1844,39
Maryland,1835,39
Maryland,1824,38
Maryland,1858,37
Maryland,1843,37
Maryland,1833,37
Maryland,1793,37
Maryland,1837,36
Maryland,1820,36
Maryland,1825,35
Maryland,1838,35
Maryland,1815,34
Maryland,1839,34
Maryland,1801,33
Maryland,1797,32
Maryland,1802,31
Maryland,1811,29
Maryland,1819,28
Maryland,1840,27
Maryland,1804,26
Maryland,1798,24
Maryland,1803,23
Maryland,1800,23
Maryland,1821,23
Maryland,1790,23
Maryland,1822,22
Maryland,1813,21
Maryland,1818,21
Maryland,1842,21
Maryland,1817,21
Maryland,1796,19
Maryland,1805,18
Maryland,1795,17
Maryland,1794,17
Maryland,1792,15
Maryland,1816,15
Maryland,1814,14
Maryland,1789,14
Maryland,1772,8
Maryland,1791,8
Maryland,1766,6
Maryland,1771,6
Maryland,1768,6
Maryland,1812,6
Maryland,1738,5
Maryland,1786,5
Maryland,1774,5
Maryland,1767,5
Maryland,1787,5
Maryland,1770,5
Maryland,1769,5
Maryland,1785,5
Maryland,1751,5
Maryland,1763,4
Maryland,1782,4
Maryland,1773,4
Maryland,1722,4
Maryland,1714,3
Maryland,1788,3
Maryland,1723,3
Maryland,1754,3
Maryland,1780,2
Maryland,1744,2
Maryland,1764,2
Maryland,1683,2
Maryland,1726,2
Maryland,1752,2
Maryland,1705,2
Maryland,1728,2
Maryland,1749,2
Maryland,1739,2
Maryland,1756,2
Maryland,1737,2
Maryland,1666,2
Maryland,1718,2
Maryland,1755,2
Maryland,1750,2
Maryland,1784,1
Maryland,1781,1
Maryland,1662,1
Maryland,1765,1
Maryland,1716,1
Maryland,1729,1
Maryland,1709,1
Maryland,1736,1
Maryland,1724,1
Maryland,1730,1
Maryland,1762,1
Maryland,1658,1
Maryland,1704,1
Maryland,1735,1
Maryland,1727,1
Maryland,1745,1
Maryland,1747,1
Maryland,1692,1
Maryland,1712,1
Maryland,1748,1
Maryland,1807,1
Maryland,1760,1
Maryland,1659,1
Maryland,1732,1
Maryland,1721,1
Maryland,1734,1
Kentucky,1925,1144
Kentucky,1926,1029
Kentucky,1924,1023
Kentucky,1912,1000
Kentucky,1929,986
Kentucky,1927,968
Kentucky,1911,963
Kentucky,1923,949
Kentucky,1913,939
Kentucky,1914,908
Kentucky,1933,903
Kentucky,1928,889
Kentucky,1915,881
Kentucky,1931,875
Kentucky,1934,873
Kentucky,1932,863
Kentucky,1930,857
Kentucky,1974,835
Kentucky,1935,812
Kentucky,1916,783
Kentucky,1936,781
Kentucky,1917,770
Kentucky,1939,763
Kentucky,1951,759
Kentucky,1938,727
Kentucky,1937,704
Kentucky,1943,664
Kentucky,1973,656
Kentucky,1922,655
Kentucky,1941,655
Kentucky,1942,649
Kentucky,1953,644
Kentucky,1949,643
Kentucky,1910,636
Kentucky,1918,631
Kentucky,1873,630
Kentucky,1940,630
Kentucky,1954,629
Kentucky,1919,582
Kentucky,1952,581
Kentucky,1950,578
Kentucky,1871,578
Kentucky,1920,563
Kentucky,1869,556
Kentucky,1868,555
Kentucky,1955,554
Kentucky,1944,547
Kentucky,1948,543
Kentucky,1947,533
Kentucky,1872,531
Kentucky,1965,527
Kentucky,1964,525
Kentucky,1966,522
Kentucky,1921,517
Kentucky,1880,512
Kentucky,1967,502
Kentucky,1971,501
Kentucky,1960,501
Kentucky,1957,498
Kentucky,1968,497
Kentucky,1977,495
Kentucky,1969,489
Kentucky,1956,487
Kentucky,1909,487
Kentucky,1970,486
Kentucky,1877,485
Kentucky,1946,483
Kentucky,1874,478
Kentucky,1867,465
Kentucky,1945,465
Kentucky,1870,459
Kentucky,1961,456
Kentucky,1830,436
Kentucky,1958,411
Kentucky,1972,411
Kentucky,1876,401
Kentucky,2010,400
Kentucky,1959,396
Kentucky,1885,381
Kentucky,1978,379
Kentucky,1866,375
Kentucky,1883,364
Kentucky,1829,363
Kentucky,1881,361
Kentucky,2012,359
Kentucky,1907,347
Kentucky,1882,342
Kentucky,1884,335
Kentucky,1908,331
Kentucky,2009,326
Kentucky,1901,324
Kentucky,1831,320
Kentucky,2008,320
Kentucky,2011,317
Kentucky,2007,317
Kentucky,2006,312
Kentucky,1986,308
Kentucky,2013,308
Kentucky,1992,305
Kentucky,1827,302
Kentucky,1962,297
Kentucky,2005,293
Kentucky,1903,292
Kentucky,1979,291
Kentucky,2004,287
Kentucky,2018,284
Kentucky,1899,284
Kentucky,1906,281
Kentucky,1878,275
Kentucky,1904,275
Kentucky,1875,272
Kentucky,2016,271
Kentucky,1985,269
Kentucky,1995,267
Kentucky,1822,267
Kentucky,2001,266
Kentucky,1984,265
Kentucky,1879,262
Kentucky,1993,259
Kentucky,2014,259
Kentucky,2017,255
Kentucky,2000,252
Kentucky,1898,251
Kentucky,1999,251
Kentucky,1905,251
Kentucky,1895,246
Kentucky,1998,246
Kentucky,1897,245
Kentucky,1991,244
Kentucky,1902,244
Kentucky,1980,244
Kentucky,2015,241
Kentucky,2003,241
Kentucky,1990,241
Kentucky,1900,241
Kentucky,1820,239
Kentucky,1821,239
Kentucky,1987,237
Kentucky,1886,236
Kentucky,1808,232
Kentucky,1997,230
Kentucky,1994,229
Kentucky,1963,227
Kentucky,1983,221
Kentucky,1988,218
Kentucky,1996,214
Kentucky,1824,214
Kentucky,1981,213
Kentucky,1819,213
Kentucky,1989,213
Kentucky,1823,211
Kentucky,1982,208
Kentucky,2002,206
Kentucky,1818,196
Kentucky,1975,188
Kentucky,1835,187
Kentucky,1891,183
Kentucky,1828,180
Kentucky,1896,178
Kentucky,1859,178
Kentucky,1847,177
Kentucky,1832,177
Kentucky,1838,176
Kentucky,1809,172
Kentucky,1815,171
Kentucky,1825,168
Kentucky,1893,161
Kentucky,1887,156
Kentucky,1890,155
Kentucky,1833,154
Kentucky,1848,154
Kentucky,1842,154
Kentucky,1817,154
Kentucky,1889,149
Kentucky,1836,148
Kentucky,1846,144
Kentucky,1837,144
Kentucky,1888,142
Kentucky,1843,140
Kentucky,1834,139
Kentucky,1816,138
Kentucky,1892,138
Kentucky,1850,137
Kentucky,1814,134
Kentucky,1894,133
Kentucky,1839,131
Kentucky,1841,129
Kentucky,1976,129
Kentucky,1813,124
Kentucky,1849,123
Kentucky,1845,123
Kentucky,1851,120
Kentucky,1858,119
Kentucky,1811,119
Kentucky,1844,118
Kentucky,1810,116
Kentucky,1840,115
Kentucky,1826,111
Kentucky,1864,104
Kentucky,1865,99
Kentucky,1860,99
Kentucky,1854,94
Kentucky,2019,91
Kentucky,1863,86
Kentucky,1801,86
Kentucky,1855,84
Kentucky,1853,84
Kentucky,1802,83
Kentucky,1856,82
Kentucky,1852,79
Kentucky,1812,73
Kentucky,1857,70
Kentucky,1803,64
Kentucky,1861,51
Kentucky,1862,48
Kentucky,1807,47
Kentucky,1805,39
Kentucky,1804,37
Kentucky,1806,27
Kentucky,1800,9
Kentucky,1799,9
Kentucky,1795,8
Kentucky,1793,5
Kentucky,1790,4
Kentucky,1787,4
Kentucky,1788,4
Kentucky,1789,3
Kentucky,1794,2
Kentucky,1792,2
Kentucky,1785,2
Kentucky,1798,2
Kentucky,1791,2
Kentucky,1718,1
Kentucky,1786,1
Louisiana,1997,5558
Louisiana,1996,5542
Louisiana,2002,5529
Louisiana,1999,5497
Louisiana,2001,5429
Louisiana,1998,5405
Louisiana,2004,5373
Louisiana,1986,5312
Louisiana,1983,5299
Louisiana,2003,5260
Louisiana,1988,5259
Louisiana,1993,5187
Louisiana,2006,5163
Louisiana,1992,5140
Louisiana,1989,5105
Louisiana,2000,5089
Louisiana,1987,5079
Louisiana,1985,5016
Louisiana,1984,4972
Louisiana,1994,4929
Louisiana,2012,4888
Louisiana,1982,4885
Louisiana,1995,4855
Louisiana,1990,4808
Louisiana,1991,4712
Louisiana,1981,4649
Louisiana,1980,4557
Louisiana,2008,4516
Louisiana,2011,4491
Louisiana,2009,4476
Louisiana,2010,4453
Louisiana,2005,4388
Louisiana,2007,4276
Louisiana,2014,4194
Louisiana,2013,4118
Louisiana,1977,3972
Louisiana,1979,3889
Louisiana,1978,3819
Louisiana,2015,3814
Louisiana,1972,3655
Louisiana,2016,3489
Louisiana,2017,3414
Louisiana,1976,3317
Louisiana,1971,3138
Louisiana,1975,3132
Louisiana,1974,3025
Louisiana,1970,2774
Louisiana,1973,2657
Louisiana,1969,2549
Louisiana,2018,2512
Louisiana,1964,2288
Louisiana,1968,2267
Louisiana,1967,2262
Louisiana,1963,2115
Louisiana,1966,2073
Louisiana,1965,1881
Louisiana,1932,1728
Louisiana,1931,1454
Louisiana,1962,1447
Louisiana,1933,1416
Louisiana,1935,1332
Louisiana,1934,1240
Louisiana,1961,1227
Louisiana,1929,1218
Louisiana,2019,1146
Louisiana,1925,1111
Louisiana,1930,1111
Louisiana,1927,1108
Louisiana,1928,1088
Louisiana,1955,1069
Louisiana,1960,1051
Louisiana,1938,1047
Louisiana,1953,1038
Louisiana,1956,1026
Louisiana,1926,1026
Louisiana,1957,1021
Louisiana,1937,1001
Louisiana,1936,999
Louisiana,1939,995
Louisiana,1942,991
Louisiana,1954,989
Louisiana,1959,979
Louisiana,1958,928
Louisiana,1941,912
Louisiana,1952,896
Louisiana,1940,864
Louisiana,1951,860
Louisiana,1880,837
Louisiana,1950,814
Louisiana,1943,778
Louisiana,1949,760
Louisiana,1948,699
Louisiana,1922,686
Louisiana,1944,679
Louisiana,1947,650
Louisiana,1946,630
Louisiana,1945,608
Louisiana,1841,599
Louisiana,1924,587
Louisiana,1910,571
Louisiana,1915,552
Louisiana,1913,546
Louisiana,1911,541
Louisiana,1909,539
Louisiana,1923,533
Louisiana,1885,533
Louisiana,1906,529
Louisiana,1912,521
Louisiana,1907,510
Louisiana,1876,507
Louisiana,1914,506
Louisiana,1916,506
Louisiana,1847,494
Louisiana,1871,491
Louisiana,1905,488
Louisiana,1908,483
Louisiana,1920,475
Louisiana,1859,472
Louisiana,1881,463
Louisiana,1842,463
Louisiana,1843,462
Louisiana,1855,459
Louisiana,1917,459
Louisiana,1919,455
Louisiana,1840,455
Louisiana,1844,454
Louisiana,1860,452
Louisiana,1869,448
Louisiana,1883,437
Louisiana,1857,437
Louisiana,1884,435
Louisiana,1904,429
Louisiana,1901,427
Louisiana,1874,414
Louisiana,1845,407
Louisiana,1856,406
Louisiana,1918,403
Louisiana,1850,395
Louisiana,1878,392
Louisiana,1870,392
Louisiana,1921,391
Louisiana,1851,384
Louisiana,1903,378
Louisiana,1900,373
Louisiana,1875,371
Louisiana,1848,365
Louisiana,1872,361
Louisiana,1882,358
Louisiana,1895,348
Louisiana,1849,344
Louisiana,1852,341
Louisiana,1868,333
Louisiana,1858,328
Louisiana,1866,323
Louisiana,1896,312
Louisiana,1832,308
Louisiana,1854,307
Louisiana,1867,294
Louisiana,1897,292
Louisiana,1893,289
Louisiana,1873,289
Louisiana,1890,287
Louisiana,1886,287
Louisiana,1898,275
Louisiana,1887,270
Louisiana,1899,269
Louisiana,1846,264
Louisiana,1889,263
Louisiana,1894,261
Louisiana,1836,242
Louisiana,1861,238
Louisiana,1879,238
Louisiana,1891,235
Louisiana,1826,232
Louisiana,1892,231
Louisiana,1839,226
Louisiana,1831,225
Louisiana,1877,220
Louisiana,1830,207
Louisiana,1902,207
Louisiana,1823,205
Louisiana,1888,204
Louisiana,1824,203
Louisiana,1838,202
Louisiana,1834,202
Louisiana,1828,188
Louisiana,1827,184
Louisiana,1822,180
Louisiana,1829,177
Louisiana,1853,171
Louisiana,1835,155
Louisiana,1837,154
Louisiana,1865,149
Louisiana,1833,149
Louisiana,1825,140
Louisiana,1820,136
Louisiana,1821,133
Louisiana,1819,94
Louisiana,1818,82
Louisiana,1812,82
Louisiana,1816,72
Louisiana,1817,63
Louisiana,1811,55
Louisiana,1814,52
Louisiana,1815,48
Louisiana,1810,32
Louisiana,1813,26
Louisiana,1862,24
Louisiana,1809,23
Massachusetts,2018,1319
Massachusetts,1996,1122
Massachusetts,1994,1106
Massachusetts,2002,1061
Massachusetts,1999,1055
Massachusetts,1997,1036
Massachusetts,1995,1030
Massachusetts,2003,992
Massachusetts,1981,991
Massachusetts,1982,989
Massachusetts,1998,987
Massachusetts,2000,980
Massachusetts,2001,972
Massachusetts,2004,938
Massachusetts,2007,936
Massachusetts,2005,909
Massachusetts,1980,901
Massachusetts,2008,863
Massachusetts,2006,862
Massachusetts,2009,851
Massachusetts,1983,848
Massachusetts,1993,809
Massachusetts,2010,808
Massachusetts,2011,770
Massachusetts,2012,712
Massachusetts,1985,711
Massachusetts,1984,686
Massachusetts,1979,668
Massachusetts,1992,663
Massachusetts,1976,650
Massachusetts,1987,645
Massachusetts,1986,628
Massachusetts,1990,617
Massachusetts,1975,614
Massachusetts,1988,608
Massachusetts,1991,605
Massachusetts,1989,592
Massachusetts,1977,577
Massachusetts,1974,561
Massachusetts,2015,560
Massachusetts,2013,557
Massachusetts,2014,555
Massachusetts,2017,545
Massachusetts,1914,543
Massachusetts,1936,537
Massachusetts,1941,536
Massachusetts,1978,532
Massachusetts,1929,516
Massachusetts,1939,513
Massachusetts,1927,500
Massachusetts,1940,493
Massachusetts,1931,490
Massachusetts,1926,486
Massachusetts,1938,481
Massachusetts,1913,479
Massachusetts,1937,478
Massachusetts,2016,478
Massachusetts,1861,477
Massachusetts,1928,476
Massachusetts,1935,474
Massachusetts,1972,468
Massachusetts,1967,463
Massachusetts,1973,462
Massachusetts,1925,460
Massachusetts,1930,459
Massachusetts,1907,458
Massachusetts,1906,454
Massachusetts,1860,450
Massachusetts,1942,449
Massachusetts,1934,447
Massachusetts,1964,446
Massachusetts,1917,444
Massachusetts,1873,442
Massachusetts,1916,440
Massachusetts,1875,437
Massachusetts,1968,436
Massachusetts,1971,423
Massachusetts,1923,422
Massachusetts,1905,419
Massachusetts,1862,418
Massachusetts,1911,418
Massachusetts,1871,411
Massachusetts,1965,408
Massachusetts,1962,407
Massachusetts,1897,406
Massachusetts,2019,404
Massachusetts,1876,404
Massachusetts,1970,403
Massachusetts,1966,401
Massachusetts,1933,400
Massachusetts,1909,398
Massachusetts,1902,397
Massachusetts,1969,397
Massachusetts,1908,397
Massachusetts,1921,397
Massachusetts,1924,395
Massachusetts,1943,394
Massachusetts,1961,393
Massachusetts,1899,391
Massachusetts,1886,390
Massachusetts,1878,389
Massachusetts,1901,384
Massachusetts,1892,382
Massachusetts,1893,381
Massachusetts,1932,380
Massachusetts,1904,378
Massachusetts,1857,378
Massachusetts,1870,378
Massachusetts,1922,376
Massachusetts,1912,374
Massachusetts,1869,372
Massachusetts,1883,370
Massachusetts,1885,370
Massachusetts,1887,370
Massachusetts,1888,369
Massachusetts,1867,367
Massachusetts,1872,366
Massachusetts,1918,365
Massachusetts,1855,363
Massachusetts,1944,362
Massachusetts,1891,362
Massachusetts,1956,361
Massachusetts,1868,356
Massachusetts,1898,355
Massachusetts,1900,355
Massachusetts,1910,355
Massachusetts,1874,355
Massachusetts,1895,354
Massachusetts,1856,353
Massachusetts,1919,352
Massachusetts,1959,351
Massachusetts,1955,351
Massachusetts,1903,349
Massachusetts,1958,347
Massachusetts,1889,345
Massachusetts,1957,343
Massachusetts,1863,342
Massachusetts,1960,342
Massachusetts,1890,340
Massachusetts,1881,338
Massachusetts,1963,337
Massachusetts,1880,336
Massachusetts,1858,333
Massachusetts,1894,333
Massachusetts,1896,330
Massachusetts,1859,329
Massachusetts,1877,328
Massachusetts,1884,327
Massachusetts,1946,325
Massachusetts,1915,325
Massachusetts,1950,323
Massachusetts,1879,316
Massachusetts,1882,315
Massachusetts,1849,310
Massachusetts,1866,308
Massachusetts,1853,306
Massachusetts,1864,305
Massachusetts,1920,303
Massachusetts,1947,302
Massachusetts,1865,295
Massachusetts,1851,293
Massachusetts,1949,289
Massachusetts,1954,288
Massachusetts,1952,285
Massachusetts,1854,283
Massachusetts,1951,282
Massachusetts,1953,281
Massachusetts,1945,270
Massachusetts,1948,262
Massachusetts,1839,237
Massachusetts,1852,235
Massachusetts,1850,207
Massachusetts,1842,200
Massachusetts,1830,197
Massachusetts,1829,194
Massachusetts,1847,193
Massachusetts,1845,193
Massachusetts,1808,192
Massachusetts,1840,190
Massachusetts,1843,183
Massachusetts,1827,175
Massachusetts,1848,175
Massachusetts,1844,175
Massachusetts,1678,174
Massachusetts,1835,169
Massachusetts,1833,169
Massachusetts,1813,169
Massachusetts,1811,168
Massachusetts,1807,167
Massachusetts,1837,166
Massachusetts,1841,165
Massachusetts,1812,163
Massachusetts,1809,162
Massachusetts,1846,162
Massachusetts,1810,160
Massachusetts,1677,158
Massachusetts,1815,157
Massachusetts,1832,151
Massachusetts,1838,147
Massachusetts,1828,146
Massachusetts,1816,142
Massachusetts,1814,141
Massachusetts,1834,140
Massachusetts,1675,134
Massachusetts,1817,128
Massachusetts,1831,128
Massachusetts,1679,124
Massachusetts,1826,122
Massachusetts,1836,117
Massachusetts,1819,109
Massachusetts,1824,106
Massachusetts,1676,105
Massachusetts,1818,102
Massachusetts,1825,95
Massachusetts,1822,88
Massachusetts,1804,83
Massachusetts,1806,73
Massachusetts,1823,71
Massachusetts,1820,69
Massachusetts,1821,68
Massachusetts,1680,53
Massachusetts,1672,48
Massachusetts,1805,43
Massachusetts,1671,34
Massachusetts,1763,19
Massachusetts,1762,16
Massachusetts,1765,16
Massachusetts,1673,13
Massachusetts,1767,9
Massachusetts,1674,9
Massachusetts,1772,9
Massachusetts,1784,6
Massachusetts,1801,6
Massachusetts,1768,5
Massachusetts,1785,5
Massachusetts,1782,5
Massachusetts,1799,5
Massachusetts,1771,5
Massachusetts,1787,5
Massachusetts,1764,5
Massachusetts,1766,4
Massachusetts,1781,4
Massachusetts,1786,3
Massachusetts,1803,3
Massachusetts,1793,3
Massachusetts,1788,3
Massachusetts,1783,3
Massachusetts,1780,3
Massachusetts,1791,3
Massachusetts,1790,2
Massachusetts,1792,2
Massachusetts,1789,2
Massachusetts,1795,2
Massachusetts,1776,1
Massachusetts,1769,1
Massachusetts,1761,1
Massachusetts,1770,1
Massachusetts,1779,1
Massachusetts,1797,1
Massachusetts,1800,1
Massachusetts,1802,1
Massachusetts,1778,1
Mississippi,1995,1064
Mississippi,1999,914
Mississippi,2005,895
Mississippi,2004,868
Mississippi,2002,861
Mississippi,2006,843
Mississippi,2016,813
Mississippi,2001,810
Mississippi,2003,796
Mississippi,2000,791
Mississippi,2007,783
Mississippi,2017,777
Mississippi,1986,774
Mississippi,2013,768
Mississippi,1990,764
Mississippi,1991,741
Mississippi,2008,738
Mississippi,1987,730
Mississippi,2009,723
Mississippi,2011,720
Mississippi,1985,686
Mississippi,2012,676
Mississippi,2014,660
Mississippi,1992,657
Mississippi,1978,656
Mississippi,1989,652
Mississippi,2010,642
Mississippi,1977,638
Mississippi,1996,635
Mississippi,1981,630
Mississippi,1988,615
Mississippi,2015,610
Mississippi,1979,605
Mississippi,1980,601
Mississippi,1982,549
Mississippi,1994,547
Mississippi,2018,533
Mississippi,1998,526
Mississippi,1983,518
Mississippi,1984,503
Mississippi,1976,494
Mississippi,1975,480
Mississippi,1993,480
Mississippi,1974,469
Mississippi,1966,452
Mississippi,1970,418
Mississippi,1916,415
Mississippi,1968,403
Mississippi,1973,397
Mississippi,1969,397
Mississippi,1926,395
Mississippi,1967,394
Mississippi,1928,394
Mississippi,1972,394
Mississippi,1971,391
Mississippi,1930,379
Mississippi,1927,371
Mississippi,1917,369
Mississippi,1929,369
Mississippi,1956,345
Mississippi,1934,343
Mississippi,1872,343
Mississippi,1933,341
Mississippi,1935,333
Mississippi,1924,329
Mississippi,1938,326
Mississippi,1931,322
Mississippi,1925,321
Mississippi,1910,320
Mississippi,1921,319
Mississippi,1954,317
Mississippi,1953,312
Mississippi,1876,312
Mississippi,1955,310
Mississippi,1932,307
Mississippi,1922,300
Mississippi,1939,290
Mississippi,1914,289
Mississippi,1965,289
Mississippi,1952,288
Mississippi,1936,284
Mississippi,1920,282
Mississippi,1962,279
Mississippi,1961,277
Mississippi,1913,276
Mississippi,1911,275
Mississippi,1852,271
Mississippi,1937,270
Mississippi,1844,267
Mississippi,1908,262
Mississippi,1909,260
Mississippi,1940,258
Mississippi,1959,254
Mississippi,1997,254
Mississippi,1957,252
Mississippi,1963,252
Mississippi,1958,248
Mississippi,1923,245
Mississippi,1964,242
Mississippi,1951,239
Mississippi,1915,238
Mississippi,1912,236
Mississippi,1918,235
Mississippi,1856,234
Mississippi,1949,225
Mississippi,1960,221
Mississippi,1950,220
Mississippi,1905,220
Mississippi,1879,219
Mississippi,1907,216
Mississippi,1848,215
Mississippi,1902,213
Mississippi,1893,210
Mississippi,1846,207
Mississippi,1947,204
Mississippi,1906,204
Mississippi,1903,200
Mississippi,1882,198
Mississippi,1904,197
Mississippi,1941,196
Mississippi,1885,196
Mississippi,1883,195
Mississippi,1843,190
Mississippi,1854,189
Mississippi,1857,189
Mississippi,1948,188
Mississippi,1886,187
Mississippi,1919,183
Mississippi,1891,182
Mississippi,1884,182
Mississippi,1943,178
Mississippi,1900,178
Mississippi,1881,174
Mississippi,1942,170
Mississippi,1849,169
Mississippi,1946,169
Mississippi,1895,167
Mississippi,1889,166
Mississippi,1877,162
Mississippi,1880,161
Mississippi,1944,160
Mississippi,1901,159
Mississippi,1873,156
Mississippi,1853,146
Mississippi,1892,145
Mississippi,1894,145
Mississippi,1945,145
Mississippi,1898,144
Mississippi,1870,142
Mississippi,1871,139
Mississippi,1890,134
Mississippi,1855,129
Mississippi,1858,128
Mississippi,1850,124
Mississippi,1866,122
Mississippi,1896,119
Mississippi,1874,116
Mississippi,1897,114
Mississippi,1887,114
Mississippi,1859,113
Mississippi,1875,105
Mississippi,1899,104
Mississippi,1840,104
Mississippi,1847,101
Mississippi,1888,99
Mississippi,1845,96
Mississippi,1860,94
